unique_id,category,length_type,num_audio,n_choices,method,method_name,signal,budget,n_particles,gold_letter,selected_letter,majority_letter,preds,distinct_ratio,consensus,ess_ratio,parsed_ratio,oracle_correct,selected_correct,majority_correct,error
pause_perception_5b2c89b2-0085-44e7-b505-0d0b1985cbe2,pause_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,A,A,"D,A,A,A,D,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,D,A,A,A,B,B,A,A,A,B,B,A",0.0938,0.6562,0.9101,1.0,True,False,False,
logical_reasoning_f961bdf4-7650-4cdc-9e13-b87e2823ba40,logical_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,C,C,"A,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,B,C,C,B,B,B,C,C,B,B,C,C,C,C,C",0.0938,0.75,0.7199,1.0,False,False,False,
intonation_perception_2274a1dd-f0a9-40c6-b602-380793c7e717,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,A,B,"A,B,B,B,B,B,B,B,B,B,A,A,A,A,B,B,B,D,A,A,A,A,A,A,B,D,A,A,A,B,B,B",0.0938,0.5,0.876,1.0,True,True,False,
intonation_based_reasoning_6bc247cd-da77-4678-85c5-8cb6988f455c,intonation_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0625,0.9688,0.9707,1.0,True,True,True,
emotional_context_reasoning_570cef8d-2774-4e17-9059-d239c893da0a,emotional_context_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,C,C,"B,B,B,C,C,C,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,C,C,B,C,C,B",0.0625,0.6562,0.8685,1.0,False,False,False,
pause_perception_db392f30-156f-4397-ae6b-86aa80d5f9cc,pause_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,C,C,"B,D,C,C,C,C,C,C,D,B,C,C,C,C,C,C,A,C,C,C,B,C,C,C,C,C,C,C,C,C,B,C",0.125,0.7812,0.9519,1.0,True,False,False,
pitch_comparison_51cb0f38-a127-4bfa-b8f6-f7153bd321f5,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,B,B,"B,C,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B",0.0625,0.9375,0.9591,1.0,True,True,True,
pause_perception_56436d30-2a53-4ed0-adc2-708d8a4185d8,pause_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,B,B,"B,B,B,B,B,B,B,A,B,B,B,B,B,D,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B",0.0938,0.875,0.9147,1.0,True,False,False,
intonation_based_reasoning_07afcf51-80bf-4b1a-898a-a3f11e2f4d52,intonation_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,B,B,"B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B",0.0312,1.0,0.8745,1.0,False,False,False,
logical_reasoning_7e34931f-2efa-4373-8f65-4201472b72aa,logical_reasoning,gt30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,C,C,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",0.0312,1.0,1.0,1.0,True,True,True,
intonation_perception_e6cc86ad-c2db-42f2-be62-a25f43a52f69,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,B,B,"A,A,C,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,C",0.0938,0.75,0.8671,1.0,True,False,False,
pause_perception_926835cb-d9fe-4636-88eb-69d4fcb4abf7,pause_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A",0.0625,0.9688,0.9708,1.0,False,False,False,
intonation_perception_cd1c6f82-fed4-4483-a346-38c55d3424df,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,D,D,"D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,A,D,D,A,D,D,D,D,D,D,A,D,D,A,D,D,D",0.0625,0.8438,0.9737,1.0,True,False,False,
pitch_comparison_0cb02bdd-13ec-4c44-bd82-dfefec4074d0,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,B,B,"B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B",0.0312,1.0,1.0,1.0,False,False,False,
pause_perception_c87a6373-d618-4f08-b75a-3c1c934108a1,pause_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,C,C,"A,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",0.0625,0.9375,0.9657,1.0,False,False,False,
emotional_context_reasoning_79bdc22c-c542-4a8a-8fb5-e0d19bd26e0e,emotional_context_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,B,B,"B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B",0.0625,0.9688,0.9554,1.0,True,True,True,
intonation_perception_9efa75b3-46a7-4c5d-9a21-c575975a2c21,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,D,D,"C,D,D,A,C,A,B,A,C,B,B,D,A,B,D,D,D,D,D,D,D,D,D,A,D,D,B,D,D,B,A,C",0.125,0.5,0.847,1.0,True,True,True,
intonation_perception_9e53d4a0-b2e4-4ceb-a1d0-2a67143967bc,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,B,C,"C,B,C,C,C,B,B,C,C,C,B,B,B,C,C,C,C,C,A,C,C,C,C,C,B,B,B,C,C,C,C,C",0.0938,0.6875,0.8591,1.0,True,False,True,
intonation_perception_ad12a17b-8bc4-4037-b2cc-080d3c871b38,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,A,A,"A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A",0.0625,0.9375,0.9645,1.0,False,False,False,
pause_perception_14bd631a-3a4f-4fab-9d31-d84183f56955,pause_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,C,C,"C,B,B,B,C,C,C,B,C,C,C,B,C,C,C,C,B,B,C,B,C,B,B,B,C,B,C,C,C,C,B,C",0.0625,0.5938,0.9568,1.0,True,True,True,
pitch_comparison_51c5cf26-850e-4a19-b32c-2e575d8541b4,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,A,A,"A,A,A,A,A,A,C,C,A,C,A,A,A,C,A,A,C,B,C,A,A,A,A,C,C,A,C,C,A,A,C,C",0.0938,0.5938,0.9555,1.0,True,True,True,
logical_reasoning_c6f0f2fa-7c55-4af3-8bc8-2f9b24e9c5f0,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,B,B,"B,B,B,B,B,B,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,A,B",0.0938,0.8438,0.681,1.0,True,False,False,
logical_reasoning_98a90aa2-b28b-43aa-9e69-280b4aa26ce9,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,C,C,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C",0.0625,0.9688,0.9475,1.0,True,False,False,
pitch_comparison_b645c92c-3749-480b-a762-9dcc8bd58cab,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,B,B,"B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,C,B,C,B,B,C,B,B,B,B,B,A,B,C,B",0.0938,0.8125,0.8813,1.0,False,False,False,
intonation_perception_99a8a8ce-1974-49ac-a1b7-66bd16af3efb,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,A,A,"B,C,C,D,A,A,A,A,A,A,D,A,B,B,B,C,B,B,A,A,B,A,A,A,A,A,A,A,D,D,D,A",0.125,0.5312,0.5008,1.0,True,False,False,
pitch_comparison_b66e2a20-0edd-4974-9261-b4bedabdd79e,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,B,C,"C,C,B,B,B,C,C,B,C,C,B,C,C,A,B,B,C,C,D,C,C,C,C,C,C,B,C,C,B,B,A,C",0.125,0.5938,0.9277,1.0,True,True,False,
logical_reasoning_206e4c70-6d88-47ff-b9ff-3c3b6fd64374,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,C,C,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",0.0625,0.9688,0.9718,1.0,True,True,True,
logical_reasoning_a0eb4a9c-d396-4ae0-8c33-cff77dccac12,logical_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,B,B,"B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,B,B,A,C,B,B,B,B,B,B,B",0.0938,0.75,0.9034,1.0,True,False,False,
pitch_comparison_930d3929-448e-471e-a544-71a401dfb175,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A",0.0625,0.9688,0.9745,1.0,True,True,True,
intonation_perception_fba4dc94-904a-43ac-80fe-9b5aab99fff9,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,C,C,"C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,B,C,C,C,C,C,C,C,B,C,C,D,C",0.0938,0.875,0.7878,1.0,False,False,False,
emotional_context_reasoning_3dd4cd87-050d-4ed6-8196-3133b40804fa,emotional_context_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0312,1.0,0.8076,1.0,False,False,False,
pitch_comparison_63b48b06-265d-4694-9be3-229bfd46fb61,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,C,A,"D,B,B,B,B,B,A,A,C,A,A,B,A,A,A,B,B,C,C,A,D,C,C,A,C,C,C,C,A,B,C,A",0.125,0.3438,0.9413,1.0,True,False,True,
logical_reasoning_e1f81dc9-d2b3-42ae-b893-ed0254a8e9ad,logical_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,B,B,"A,B,D,A,A,A,C,A,B,B,B,B,C,A,A,B,B,B,B,B,A,D,D,B,A,D,A,C,B,B,B,B",0.125,0.4688,0.8472,1.0,True,False,False,
logical_reasoning_23bd9e76-9b5d-41f0-9c27-d3cb5fee6659,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,D,B,"B,B,B,B,B,D,D,B,B,B,D,A,D,B,B,B,A,A,B,B,B,B,B,D,D,D,D,D,D,D,D,A",0.0938,0.5,0.6835,1.0,True,True,False,
pitch_comparison_71495c1e-5543-483c-931b-031cbd35a4b4,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,A,A,"A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0625,0.9688,0.9753,1.0,False,False,False,
intonation_perception_73828265-0a04-48ed-b000-7fbd48224796,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,B,B,"B,B,B,B,B,C,B,B,B,C,B,B,B,B,B,D,C,B,B,B,B,B,C,C,B,C,A,B,B,B,B,B",0.125,0.75,0.7287,1.0,True,False,False,
pitch_comparison_03be2ebd-d50d-4b4c-a64a-bb239e149877,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A",0.0625,0.9688,0.974,1.0,True,False,False,
intonation_perception_90729aa7-cc97-4178-8280-2c2fc80ea563,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,B,B,"B,D,B,B,B,A,A,B,B,C,A,A,B,B,C,D,B,A,B,A,A,C,B,B,B,B,A,D,A,B,C,C",0.125,0.4688,0.9009,1.0,True,True,True,
emotional_context_reasoning_d8d7ab69-8e48-4883-a80f-f99393e3c47f,emotional_context_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,C,C,"D,C,D,C,C,C,C,C,A,A,D,C,C,C,C,C,D,A,A,C,C,C,C,C,D,C,C,C,C,C,C,D",0.0938,0.6875,0.8299,1.0,True,False,False,
pitch_comparison_f121dfdf-50d4-4507-afd2-9d40688f4384,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,A,A,"A,D,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0625,0.9375,0.9488,1.0,True,False,False,
logical_reasoning_14a3aa2d-ef9c-4522-920d-dbf4d8f7173c,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,C,C,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C",0.0625,0.9688,0.8112,1.0,True,True,True,
logical_reasoning_3fbc464d-09de-4a21-adb0-26079affd3f1,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,B,B,"D,C,C,B,B,B,B,C,C,C,D,B,B,B,A,C,A,A,B,D,D,B,B,B,D,A,A,A,A,B,A,A",0.125,0.375,0.6225,1.0,True,False,False,
pitch_comparison_09d575c9-6475-43ed-8579-91c293244b34,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,C,C,"B,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,B,C,C,C,C",0.0938,0.875,0.9074,1.0,True,True,True,
intonation_perception_db0d018c-1951-4868-9e6d-c8fbcf8352bb,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,B,B,"B,B,C,B,B,B,B,B,C,B,B,C,B,B,B,B,B,B,B,B,B,C,D,C,B,B,B,B,B,A,B,B",0.125,0.7812,0.642,1.0,True,False,False,
pitch_comparison_0f096077-7e62-487a-9129-882f2db5c207,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,A,A,"A,C,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,C,A",0.0625,0.8438,0.9213,1.0,True,False,False,
logical_reasoning_72ad46a7-b92f-42f1-8e51-92d3321a5683,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,C,C,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",0.0312,1.0,0.9587,1.0,False,False,False,
pitch_comparison_04bd2e70-0abe-4e10-ab8a-9bfcc37b1355,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,A,A,"A,A,B,B,A,A,D,A,B,A,B,A,A,A,A,B,B,A,B,A,A,B,A,A,A,A,B,B,A,B,A,A",0.0938,0.625,0.8808,1.0,True,True,True,
logical_reasoning_f1ee0f6d-c73e-4f1a-a821-969e6f1598f5,logical_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0312,1.0,1.0,1.0,False,False,False,
pitch_comparison_2253c666-ab19-4d2f-bc7d-ef5b2a408504,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,A,A,"A,A,A,A,A,C,A,A,A,C,A,D,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A",0.0938,0.875,0.9244,1.0,True,False,False,
intonation_perception_f759ec39-e834-4055-bbe4-0e05c633f10f,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,A,B,"B,C,D,A,D,B,D,B,B,B,D,C,B,B,B,B,A,A,A,A,D,D,D,D,B,A,A,C,B,D,B,B",0.125,0.4062,0.5507,1.0,True,True,False,
logical_reasoning_135d11e4-993e-4eda-92ff-6ef91ac74ee1,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,B,B,"B,B,B,B,B,B,A,A,C,B,C,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B",0.0938,0.8125,0.7869,1.0,True,True,True,
pitch_comparison_c16d1dd7-f64b-4b42-86ca-07281e820e4c,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,A,A,"A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0625,0.9688,0.9783,1.0,False,False,False,
emotional_context_reasoning_5ce5a406-346f-4c5c-8849-5d24ea6a88f9,emotional_context_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,A,B,"B,B,B,C,B,B,C,B,B,B,B,B,B,B,B,B,D,A,A,A,C,C,B,A,A,B,B,C,B,?,B,B",0.125,0.625,0.5846,0.9688,True,False,False,
intonation_perception_cb12505c-666c-423b-8024-a0cb9684f62e,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,B,B,"B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B",0.0312,1.0,1.0,1.0,False,False,False,
pitch_comparison_344e411e-3718-4488-8fca-323f6c971f2b,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,C,C,"C,C,C,C,D,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,B,C,B,C,B,C,C,C,C,C,C,C",0.0938,0.8438,0.9086,1.0,False,False,False,
speech_act_classification_8fabb690-072c-4781-b7fb-d0e33c9eaaa1,speech_act_classification,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,,A,"?,?,?,?,A,?,?,?,?,?,?,?,?,?,?,?,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?",0.0312,0.0938,0.8863,0.0938,False,False,False,
logical_reasoning_2f17ad10-2be8-492b-92f9-c5deb434049c,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,C,C,"C,B,C,B,C,C,C,B,B,B,C,C,C,C,C,C,B,B,B,C,C,C,C,C,C,B,C,C,C,C,C,B",0.0625,0.6875,0.9991,1.0,False,False,False,
pitch_comparison_cb0363c0-e586-4fdf-90db-a274f3e182ee,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,B,B,"A,C,C,C,C,A,B,C,B,B,B,C,B,B,A,B,B,C,C,A,A,C,B,B,B,B,B,B,C,A,C,B",0.0938,0.4688,0.947,1.0,True,False,False,
intonation_perception_140d5223-a9bb-4e59-bbbd-e07afebb85ec,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,D,B,"B,B,B,B,B,B,B,B,B,B,A,A,B,B,C,B,B,C,B,B,B,B,B,C,D,D,B,C,B,B,B,B",0.125,0.75,0.7729,1.0,True,False,True,
pitch_comparison_2e8bdb9d-5b9a-4165-ac19-66920a43a6ae,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,A,B,"A,B,B,A,A,A,B,B,B,A,A,D,B,B,A,A,A,A,B,B,B,B,B,B,A,B,B,A,A,B,B,A",0.0938,0.5312,0.9819,1.0,True,False,True,
emotional_context_reasoning_41025791-9ab2-4981-bedd-2332db53a351,emotional_context_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,C,C,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",0.0312,1.0,0.9037,1.0,True,True,True,
intonation_perception_0390cd34-5a04-4d7e-86bc-b05942d34505,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,A,A,"A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,D,B,A,B,A,A,A,B,A,A,B,A,A,A,A,B,B",0.0938,0.75,0.9675,1.0,True,False,False,
logical_reasoning_eb4a6df2-cac0-40ce-abfa-64d6afee1d6a,logical_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,B,B,"B,B,B,B,B,B,B,B,A,B,D,C,B,B,B,A,A,B,A,C,B,B,B,B,B,A,B,B,B,B,A,B",0.125,0.7188,0.7773,1.0,True,False,False,
pitch_comparison_46197a02-3873-4bb6-ad21-f924afbeb55f,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,B,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0312,1.0,1.0,1.0,False,False,False,
gender_prediction_b9d7206c-9174-4e83-985a-45526e9a7bf4,gender_prediction,le10s,1,2,10,native inline MCQ (Mellow),mean_logprob,32,32,A,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0312,1.0,1.0,1.0,True,True,True,
long_speech_summarization_3b16f7c8-4892-4f14-99c9-abe6d4a056b4,long_speech_summarization,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,C,C,"C,C,C,C,A,B,B,C,B,C,B,D,C,C,B,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C",0.125,0.6875,0.6723,1.0,True,True,True,
pitch_comparison_4fb46562-c849-4e41-a04f-0b0c5d27479c,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,C,B,B,"B,B,B,B,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,B,B,B,B,B,C,A,B,B,B,B,B,B",0.0938,0.8438,0.908,1.0,True,False,False,
intonation_perception_87e1cc6b-052a-465d-a09e-620f444b569f,intonation_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,C,B,"A,D,C,C,C,C,B,A,C,B,B,B,B,B,A,A,D,B,B,B,B,B,B,C,C,B,B,B,C,B,C,C",0.125,0.5,0.6417,1.0,True,False,False,
logical_reasoning_ba21484a-f89b-43fb-8de2-2f39a9c4b6cf,logical_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,C,C,"C,B,C,D,B,B,C,C,C,C,B,C,C,B,D,C,C,B,C,C,C,B,C,C,B,B,B,B,B,B,C,C",0.0938,0.5312,0.8736,1.0,True,False,False,
plosive_sound_identification_d678c45b-173e-4dc5-af82-5b2d92c57929,plosive_sound_identification,le10s,1,2,10,native inline MCQ (Mellow),mean_logprob,32,32,A,B,B,"A,A,B,B,B,A,A,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B",0.0625,0.7188,0.7633,1.0,True,False,False,
pitch_comparison_d2f39c41-f172-4a44-954e-dc933f59b94d,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,C,C,"C,C,A,C,C,D,C,C,D,C,C,C,C,C,C,C,C,C,D,C,D,C,C,D,D,C,C,D,C,C,A,A",0.0938,0.6875,0.8406,1.0,True,False,False,
gender_prediction_f0081037-c7b8-4872-8b02-0612667e8cca,gender_prediction,le10s,1,2,10,native inline MCQ (Mellow),mean_logprob,32,32,B,A,A,"A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",0.0625,0.9688,0.9601,1.0,True,False,False,
logical_reasoning_23f9807f-6f3b-4e2f-a4df-0f212c59b37e,logical_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,B,C,"C,C,C,C,C,C,C,C,A,C,B,C,B,C,C,C,B,C,C,B,C,C,A,B,B,C,C,C,C,C,C,C",0.0938,0.75,0.8806,1.0,True,False,False,
long_speech_summarization_181b8d7c-c5d4-4ea6-b41a-1ba84638340b,long_speech_summarization,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,B,B,"B,C,B,B,B,B,B,B,B,C,B,C,C,B,B,C,B,B,B,B,B,B,C,B,B,B,A,A,B,B,C,C",0.0938,0.6875,0.8729,1.0,True,False,False,
plosive_sound_identification_ef5d564e-121c-4267-9015-a66ffbfa588d,plosive_sound_identification,le10s,1,2,10,native inline MCQ (Mellow),mean_logprob,32,32,A,B,B,"?,?,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,?,B,B,B",0.0625,0.8438,0.7916,0.9062,True,False,False,
pitch_comparison_33c9579c-6f99-440d-adc9-abb1988b3c16,pitch_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,A,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,A,C",0.0938,0.8438,0.9216,1.0,True,True,True,
logical_reasoning_74656e96-53d8-43d4-a579-6aceabc0d9c0,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,C,C,"B,C,A,C,C,C,C,C,C,B,C,C,C,C,B,A,C,C,C,B,C,C,B,C,C,B,C,C,B,C,B,C",0.0938,0.6875,0.69,1.0,False,False,False,
logical_reasoning_45e5abe5-1e85-40d6-ae7d-f235855531bf,logical_reasoning,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,32,32,D,A,A,"A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,A,A,D,B,B,A,B,A,B,D,D,B,A,A",0.0938,0.6875,0.7183,1.0,True,False,False,
plosive_sound_identification_eaa587be-a2df-4631-924b-0df9e30e5326,plosive_sound_identification,le10s,1,2,10,native inline MCQ (Mellow),mean_logprob,32,32,B,B,B,"B,B,B,B,B,B,A,?,B,B,B,B,B,B,B,B,B,B,B,B,B,?,B,B,B,B,?,A,B,B,A,A",0.0625,0.7812,0.8449,0.9062,True,True,True,
